mode,shots_per_class,seed,support_images,mIoU,background,building,road,water,barren,forest,agriculture
semantic-head,1,3407,7,0.5253716084602446,0.500805257112649,0.6162175968874456,0.5431049867677855,0.7006612060786443,0.3233473463402421,0.3957369864603167,0.5977278795746289
semantic-head,2,3407,14,0.5137718724612762,0.4714512227226716,0.5491830600019415,0.541987840134369,0.7032671741567762,0.3243816394223784,0.403387932222964,0.6027442385678331
