mode,shots_per_class,seed,support_images,mIoU,background,building,road,water,barren,forest,agriculture
semantic-head,10,3407,70,0.5358676993438983,0.5424408861055937,0.6472422084023227,0.5682391758831123,0.7055504986468148,0.2950463609845176,0.390413063810483,0.602141701574444
